locus_tag	ftype	length_bp	gene	EC_number	COG	product
BBBLGCKP_00158	CDS	1470	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
BBBLGCKP_00159	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
BBBLGCKP_00160	CDS	1578				hypothetical protein
BBBLGCKP_00161	CDS	963				hypothetical protein
BBBLGCKP_00162	CDS	1107	ybjJ_1			Inner membrane protein YbjJ
BBBLGCKP_00163	CDS	957			COG3039	IS5 family transposase IS4811
BBBLGCKP_00164	CDS	996	yfmJ_1	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
BBBLGCKP_00165	CDS	1392	mco	1.-.-.-		Multicopper oxidase mco
BBBLGCKP_00166	CDS	543	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
BBBLGCKP_00167	CDS	1257				hypothetical protein
BBBLGCKP_00168	CDS	585				hypothetical protein
BBBLGCKP_00169	CDS	1473	mltF_2	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
BBBLGCKP_00170	CDS	3897	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
BBBLGCKP_00171	CDS	279				hypothetical protein
BBBLGCKP_00172	CDS	318			COG0327	GTP cyclohydrolase 1 type 2 
BBBLGCKP_00173	CDS	1713				hypothetical protein
BBBLGCKP_00174	CDS	2529				hypothetical protein
BBBLGCKP_00175	CDS	1023	glmS_1	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
BBBLGCKP_00176	CDS	1092	agaA	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
BBBLGCKP_00177	CDS	744	nagR_1		COG2188	HTH-type transcriptional repressor NagR
BBBLGCKP_00178	CDS	501				hypothetical protein
BBBLGCKP_00179	CDS	555	nudC_1	3.6.1.22		NADH pyrophosphatase
BBBLGCKP_00180	CDS	612	nudL	3.6.1.-		putative Nudix hydrolase NudL
BBBLGCKP_00181	CDS	525	yrdA_1		COG0663	Protein YrdA
BBBLGCKP_00182	CDS	195				hypothetical protein
BBBLGCKP_00183	CDS	1182	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
BBBLGCKP_00184	CDS	750				hypothetical protein
BBBLGCKP_00185	CDS	1314	yhjE			Inner membrane metabolite transport protein YhjE
BBBLGCKP_00186	CDS	1293				hypothetical protein
BBBLGCKP_00187	CDS	801	ypjD		COG4137	Inner membrane protein YpjD
BBBLGCKP_00188	CDS	1374	ffh		COG0541	Signal recognition particle protein
BBBLGCKP_00189	CDS	252	rpsP		COG0228	30S ribosomal protein S16
BBBLGCKP_00190	CDS	537	rimM		COG0806	Ribosome maturation factor RimM
BBBLGCKP_00191	CDS	759	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
BBBLGCKP_00192	CDS	351	rplS		COG0335	50S ribosomal protein L19
BBBLGCKP_00193	CDS	426				hypothetical protein
BBBLGCKP_00194	CDS	681				hypothetical protein
BBBLGCKP_00195	CDS	1836	nhaP2_1			K(+)/H(+) antiporter NhaP2
BBBLGCKP_00196	CDS	897	xerD		COG4974	Tyrosine recombinase XerD
BBBLGCKP_00197	CDS	729	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
BBBLGCKP_00198	CDS	123				hypothetical protein
BBBLGCKP_00199	CDS	1305	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
BBBLGCKP_00200	CDS	1410	thrC	4.2.3.1	COG0498	Threonine synthase
BBBLGCKP_00201	CDS	1011				hypothetical protein
BBBLGCKP_00202	CDS	285				hypothetical protein
BBBLGCKP_00203	CDS	1200	smtB	2.8.3.22	COG1804	Succinyl-CoA--L-malate CoA-transferase beta subunit
BBBLGCKP_00204	CDS	621				hypothetical protein
BBBLGCKP_00205	CDS	696	ydjF		COG1842	Phage shock protein A 
BBBLGCKP_00206	CDS	642				hypothetical protein
BBBLGCKP_00207	CDS	2067				hypothetical protein
BBBLGCKP_00208	CDS	5241				hypothetical protein
BBBLGCKP_00209	CDS	693				hypothetical protein
BBBLGCKP_00210	CDS	540	yaeQ		COG4681	putative protein YaeQ
BBBLGCKP_00211	CDS	1716	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
BBBLGCKP_00212	CDS	1497	lasB	3.4.24.26	COG3227	Elastase
BBBLGCKP_00213	CDS	1107	namA_1	1.6.99.1	COG1902	NADPH dehydrogenase
BBBLGCKP_00214	CDS	351				hypothetical protein
BBBLGCKP_00215	CDS	642				hypothetical protein
BBBLGCKP_00216	CDS	426				hypothetical protein
BBBLGCKP_00217	CDS	1242				hypothetical protein
BBBLGCKP_00218	CDS	342	fbp_1	5.2.1.8	COG0545	FK506-binding protein
BBBLGCKP_00219	CDS	1707				hypothetical protein
BBBLGCKP_00220	CDS	804				hypothetical protein
BBBLGCKP_00221	CDS	642	rcsB_1		COG2197	Transcriptional regulatory protein RcsB
BBBLGCKP_00222	CDS	1863				hypothetical protein
BBBLGCKP_00223	CDS	696				hypothetical protein
BBBLGCKP_00224	CDS	906	hdfR_1			HTH-type transcriptional regulator HdfR
BBBLGCKP_00225	CDS	1674	alkJ_1	1.1.99.-		Alcohol dehydrogenase [acceptor]
BBBLGCKP_00226	CDS	1620	nanT_1			Sialic acid transporter NanT
BBBLGCKP_00227	CDS	1629				hypothetical protein
BBBLGCKP_00228	CDS	510				hypothetical protein
BBBLGCKP_00229	CDS	1269	wspC	2.1.1.-	COG0457	putative biofilm formation methyltransferase WspC
BBBLGCKP_00230	CDS	690				hypothetical protein
BBBLGCKP_00231	CDS	2310	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
BBBLGCKP_00232	CDS	1008	cheB_1	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
BBBLGCKP_00233	CDS	1044	pleD_1			Response regulator PleD
BBBLGCKP_00234	CDS	903	prfB_1		COG1186	Peptide chain release factor RF2
BBBLGCKP_00235	CDS	1506	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
BBBLGCKP_00236	CDS	714				hypothetical protein
BBBLGCKP_00237	CDS	552				hypothetical protein
BBBLGCKP_00238	CDS	1296				hypothetical protein
BBBLGCKP_00239	CDS	747				putative protein
BBBLGCKP_00240	CDS	906				hypothetical protein
BBBLGCKP_00241	CDS	324				hypothetical protein
BBBLGCKP_00242	CDS	522	ymdB	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
BBBLGCKP_00243	CDS	786	pal_1			Peptidoglycan-associated lipoprotein
BBBLGCKP_00244	CDS	405				hypothetical protein
BBBLGCKP_00245	CDS	2235	cadA_1	3.6.3.3		Cadmium-transporting ATPase
BBBLGCKP_00246	CDS	471	zntR_1		COG0789	HTH-type transcriptional regulator ZntR
BBBLGCKP_00247	CDS	345				hypothetical protein
BBBLGCKP_00248	CDS	2637	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
BBBLGCKP_00249	CDS	648	adk	2.7.4.3		Adenylate kinase
BBBLGCKP_00250	CDS	681	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
BBBLGCKP_00251	CDS	348				hypothetical protein
BBBLGCKP_00252	CDS	867				hypothetical protein
BBBLGCKP_00253	CDS	825	bcpA	2.7.8.23		Carboxyvinyl-carboxyphosphonate phosphorylmutase
BBBLGCKP_00254	CDS	696				hypothetical protein
BBBLGCKP_00255	CDS	786	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
BBBLGCKP_00256	CDS	1278				hypothetical protein
BBBLGCKP_00257	CDS	639				hypothetical protein
BBBLGCKP_00258	CDS	1104	mdtA_1			Multidrug resistance protein MdtA
BBBLGCKP_00259	CDS	3078	mexB_1		COG0841	Multidrug resistance protein MexB
BBBLGCKP_00260	CDS	681				hypothetical protein
BBBLGCKP_00261	CDS	399				hypothetical protein
BBBLGCKP_00262	CDS	2505	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
BBBLGCKP_00263	CDS	924	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BBBLGCKP_00264	CDS	735				hypothetical protein
BBBLGCKP_00265	CDS	1848				hypothetical protein
BBBLGCKP_00266	CDS	981				hypothetical protein
BBBLGCKP_00267	CDS	423	sufE		COG2166	Cysteine desulfuration protein SufE
BBBLGCKP_00268	CDS	1206	sufS_1	2.8.1.7	COG0520	Cysteine desulfurase SufS
BBBLGCKP_00269	CDS	1035	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
BBBLGCKP_00270	CDS	624	leuE_1		COG1280	Leucine efflux protein
BBBLGCKP_00271	CDS	348	yffB		COG1393	Protein YffB
BBBLGCKP_00272	CDS	354				hypothetical protein
BBBLGCKP_00273	CDS	294				hypothetical protein
BBBLGCKP_00274	CDS	360				hypothetical protein
BBBLGCKP_00275	CDS	1662	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
BBBLGCKP_00276	CDS	1209	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
BBBLGCKP_00277	CDS	2703	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
BBBLGCKP_00278	CDS	786	map_1	3.4.11.18	COG0024	Methionine aminopeptidase
BBBLGCKP_00279	CDS	741	rpsB		COG0052	30S ribosomal protein S2
BBBLGCKP_00280	CDS	870	tsf		COG0264	Elongation factor Ts
BBBLGCKP_00281	CDS	738	pyrH	2.7.4.22	COG0528	Uridylate kinase
BBBLGCKP_00282	CDS	558	frr		COG0233	Ribosome-recycling factor
BBBLGCKP_00283	CDS	756	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
BBBLGCKP_00284	CDS	816	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
BBBLGCKP_00285	CDS	1191	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
BBBLGCKP_00286	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
BBBLGCKP_00287	CDS	2394	bamA_1		COG4775	Outer membrane protein assembly factor BamA
BBBLGCKP_00288	CDS	507				hypothetical protein
BBBLGCKP_00289	CDS	1062	lpxD_1	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
BBBLGCKP_00290	CDS	441	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
BBBLGCKP_00291	CDS	777	lpxA	2.3.1.129		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
BBBLGCKP_00292	CDS	1137	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
BBBLGCKP_00293	CDS	606	rnhB	3.1.26.4	COG0164	Ribonuclease HII
BBBLGCKP_00294	CDS	1416	alsT_1		COG1115	Amino-acid carrier protein AlsT
BBBLGCKP_00295	CDS	3522	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
BBBLGCKP_00296	CDS	951	accA_1	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
BBBLGCKP_00297	CDS	1329	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
BBBLGCKP_00298	CDS	1629	pyrG_1	6.3.4.2	COG0504	CTP synthase
BBBLGCKP_00299	CDS	846	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
BBBLGCKP_00300	CDS	1290	eno	4.2.1.11		Enolase
BBBLGCKP_00301	CDS	285	ftsB			Cell division protein FtsB
BBBLGCKP_00302	CDS	705	ispD	2.7.7.60		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
BBBLGCKP_00303	CDS	249	yedF		COG0425	Putative sulfur carrier protein YedF
BBBLGCKP_00304	CDS	1227				hypothetical protein
BBBLGCKP_00305	CDS	909	dmlR_1			HTH-type transcriptional regulator DmlR
BBBLGCKP_00306	CDS	1113	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
BBBLGCKP_00307	CDS	852	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
BBBLGCKP_00308	CDS	474	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
BBBLGCKP_00309	CDS	1068	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
BBBLGCKP_00310	CDS	750	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
BBBLGCKP_00311	CDS	669	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
BBBLGCKP_00312	CDS	894				hypothetical protein
BBBLGCKP_00313	CDS	1005	rpoS			RNA polymerase sigma factor RpoS
BBBLGCKP_00314	CDS	324	fdxA_1		COG1146	Ferredoxin-1
BBBLGCKP_00315	CDS	2568	mutS		COG0249	DNA mismatch repair protein MutS
BBBLGCKP_00316	CDS	1008	tolB_1			Tol-Pal system protein TolB
BBBLGCKP_00317	CDS	507	pncC_1	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
BBBLGCKP_00318	CDS	1041	recA		COG0468	Protein RecA
BBBLGCKP_00319	CDS	462	recX		COG2137	Regulatory protein RecX
BBBLGCKP_00320	CDS	1071				hypothetical protein
BBBLGCKP_00321	CDS	1404		3.1.-.-	COG1236	Ribonuclease
BBBLGCKP_00322	CDS	2406		4.1.2.-		phosphoketolase
BBBLGCKP_00323	CDS	222				hypothetical protein
BBBLGCKP_00324	CDS	411				hypothetical protein
BBBLGCKP_00325	CDS	1062	spuD_1		COG0687	Putrescine-binding periplasmic protein SpuD
BBBLGCKP_00326	CDS	771	ydcV_1			Inner membrane ABC transporter permease protein YdcV
BBBLGCKP_00327	CDS	894				hypothetical protein
BBBLGCKP_00328	CDS	1080	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
BBBLGCKP_00329	CDS	717				hypothetical protein
BBBLGCKP_00330	CDS	894				hypothetical protein
BBBLGCKP_00331	CDS	654	degU_1		COG2197	Transcriptional regulatory protein DegU
BBBLGCKP_00332	CDS	372	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
BBBLGCKP_00333	CDS	1611				hypothetical protein
BBBLGCKP_00334	CDS	264	rpmE2		COG0254	50S ribosomal protein L31 type B
BBBLGCKP_00335	CDS	153	ykgO		COG0257	50S ribosomal protein L36 2
BBBLGCKP_00336	CDS	786				hypothetical protein
BBBLGCKP_00337	CDS	816	ramA	3.5.1.100		(R)-stereoselective amidase
BBBLGCKP_00338	CDS	1323	puuP_1		COG0531	Putrescine importer PuuP
BBBLGCKP_00339	CDS	1074	ada_1		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
BBBLGCKP_00340	CDS	1410	abaF			Fosfomycin resistance protein AbaF
BBBLGCKP_00341	CDS	888	benM_1			HTH-type transcriptional regulator BenM
BBBLGCKP_00342	CDS	1728	caiA	1.3.8.13		Crotonobetainyl-CoA reductase
BBBLGCKP_00343	CDS	1188	yfdE_1	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
BBBLGCKP_00344	CDS	798	paaF_1	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
BBBLGCKP_00345	CDS	1533	paaH_1	1.1.1.-	COG1250	3-hydroxyadipyl-CoA dehydrogenase
BBBLGCKP_00346	CDS	1206	pcaF_1	2.3.1.174	COG0183	Beta-ketoadipyl-CoA thiolase
BBBLGCKP_00347	CDS	1251	nicP_1			Porin-like protein NicP
BBBLGCKP_00348	CDS	921	metR			HTH-type transcriptional regulator MetR
BBBLGCKP_00349	CDS	987	rdmC_1	3.1.1.95		Aclacinomycin methylesterase RdmC
BBBLGCKP_00350	CDS	330	ydgC		COG3136	Inner membrane protein YdgC
BBBLGCKP_00351	CDS	1539	glpD_1	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
BBBLGCKP_00352	CDS	756	glpR		COG1349	Glycerol-3-phosphate regulon repressor
BBBLGCKP_00353	CDS	1518	glpK_1	2.7.1.30	COG0554	Glycerol kinase
BBBLGCKP_00354	CDS	840	glpF		COG0580	Glycerol uptake facilitator protein
BBBLGCKP_00355	CDS	471	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
