locus_tag	ftype	length_bp	gene	EC_number	COG	product
FEOJADHP_00073	CDS	417	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
FEOJADHP_00074	CDS	570	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
FEOJADHP_00075	CDS	1026	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
FEOJADHP_00076	CDS	216	rpsU		COG0828	30S ribosomal protein S21
FEOJADHP_00077	CDS	450	yqeY		COG1610	putative protein YqeY
FEOJADHP_00078	CDS	1995	dnaG	2.7.7.-	COG0358	DNA primase
FEOJADHP_00079	CDS	1854	rpoD		COG0568	RNA polymerase sigma factor RpoD
FEOJADHP_00080	CDS	3738				hypothetical protein
FEOJADHP_00081	CDS	1686				hypothetical protein
FEOJADHP_00082	tRNA	77				tRNA-Met(cat)
FEOJADHP_00083	CDS	240				hypothetical protein
FEOJADHP_00084	CDS	231				hypothetical protein
FEOJADHP_00085	CDS	2691				hypothetical protein
FEOJADHP_00086	CDS	402				hypothetical protein
FEOJADHP_00087	CDS	348				hypothetical protein
FEOJADHP_00088	CDS	360				hypothetical protein
FEOJADHP_00089	CDS	267				hypothetical protein
FEOJADHP_00090	CDS	246				hypothetical protein
FEOJADHP_00091	CDS	231				hypothetical protein
FEOJADHP_00092	CDS	279				hypothetical protein
FEOJADHP_00093	CDS	210				hypothetical protein
FEOJADHP_00094	CDS	708				hypothetical protein
FEOJADHP_00095	CDS	2049				hypothetical protein
FEOJADHP_00096	CDS	954				hypothetical protein
FEOJADHP_00097	CDS	1023				hypothetical protein
FEOJADHP_00098	CDS	735				hypothetical protein
FEOJADHP_00099	CDS	462				hypothetical protein
FEOJADHP_00100	CDS	438				hypothetical protein
FEOJADHP_00101	CDS	666				hypothetical protein
FEOJADHP_00102	CDS	1116				hypothetical protein
FEOJADHP_00103	CDS	450				hypothetical protein
FEOJADHP_00104	CDS	210				hypothetical protein
FEOJADHP_00105	CDS	306				hypothetical protein
FEOJADHP_00106	CDS	462	rrrD	3.2.1.17	COG3772	Lysozyme RrrD
FEOJADHP_00107	CDS	486				hypothetical protein
FEOJADHP_00108	CDS	288				hypothetical protein
FEOJADHP_00109	CDS	2055				hypothetical protein
FEOJADHP_00110	CDS	321				hypothetical protein
FEOJADHP_00111	CDS	1173				hypothetical protein
FEOJADHP_00112	CDS	525				hypothetical protein
FEOJADHP_00113	CDS	1965				hypothetical protein
FEOJADHP_00114	CDS	711				hypothetical protein
FEOJADHP_00115	CDS	921				hypothetical protein
FEOJADHP_00116	CDS	540				hypothetical protein
FEOJADHP_00117	CDS	699				hypothetical protein
FEOJADHP_00118	CDS	972				hypothetical protein
FEOJADHP_00119	CDS	405				hypothetical protein
FEOJADHP_00120	CDS	183				hypothetical protein
FEOJADHP_00121	CDS	162				hypothetical protein
FEOJADHP_00122	CDS	1122				hypothetical protein
FEOJADHP_00123	CDS	165				hypothetical protein
FEOJADHP_00124	CDS	2727	impA	3.4.24.-		Immunomodulating metalloprotease
FEOJADHP_00125	CDS	615				hypothetical protein
FEOJADHP_00126	CDS	348				hypothetical protein
FEOJADHP_00127	CDS	471				hypothetical protein
FEOJADHP_00128	CDS	459				hypothetical protein
FEOJADHP_00129	CDS	159				hypothetical protein
FEOJADHP_00130	CDS	516				hypothetical protein
FEOJADHP_00131	CDS	339				hypothetical protein
FEOJADHP_00132	CDS	912	mtrA_1			HTH-type transcriptional regulator MtrA
FEOJADHP_00133	CDS	354	yhaI		COG3152	Inner membrane protein YhaI
FEOJADHP_00134	CDS	696	yieH	3.1.3.-	COG0637	6-phosphogluconate phosphatase
FEOJADHP_00135	CDS	489	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
FEOJADHP_00136	CDS	1179			COG2081	putative protein
FEOJADHP_00137	CDS	768		2.1.1.-	COG0500	putative methyltransferase
FEOJADHP_00138	CDS	426				hypothetical protein
FEOJADHP_00139	CDS	483				hypothetical protein
FEOJADHP_00140	CDS	1065	cbbA	4.1.2.13		Fructose-bisphosphate aldolase
FEOJADHP_00141	CDS	342				hypothetical protein
FEOJADHP_00142	CDS	201				hypothetical protein
FEOJADHP_00143	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
FEOJADHP_00144	CDS	1062	epd_1	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
FEOJADHP_00145	CDS	798	otnI	5.3.1.35	COG3622	2-oxo-tetronate isomerase
FEOJADHP_00146	CDS	1065				hypothetical protein
FEOJADHP_00147	CDS	1998	tktA	2.2.1.1	COG0021	Transketolase 1
FEOJADHP_00148	CDS	1002	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
FEOJADHP_00149	CDS	1191	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
FEOJADHP_00150	CDS	1305		1.14.13.239		Carnitine monooxygenase reductase subunit
FEOJADHP_00151	CDS	744	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
FEOJADHP_00152	CDS	969				hypothetical protein
FEOJADHP_00153	CDS	420	yqjC			Protein YqjC
FEOJADHP_00154	CDS	459				hypothetical protein
FEOJADHP_00155	CDS	387				hypothetical protein
FEOJADHP_00156	CDS	831				hypothetical protein
FEOJADHP_00157	CDS	582	dsbB_1			Disulfide bond formation protein B
FEOJADHP_00158	CDS	609	lemA_1		COG1704	Protein LemA
FEOJADHP_00159	CDS	1026				hypothetical protein
FEOJADHP_00160	CDS	555				hypothetical protein
FEOJADHP_00161	CDS	1290	puuB_1	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
FEOJADHP_00162	CDS	1491	malT_1			HTH-type transcriptional regulator MalT
FEOJADHP_00163	CDS	264				hypothetical protein
FEOJADHP_00164	CDS	717				hypothetical protein
FEOJADHP_00165	CDS	1182	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
FEOJADHP_00166	CDS	237				hypothetical protein
FEOJADHP_00167	CDS	702	yiiM_1		COG2258	Protein YiiM
FEOJADHP_00168	CDS	879	cynR_1			HTH-type transcriptional regulator CynR
FEOJADHP_00169	CDS	684	glxR_1		COG0664	CRP-like cAMP-activated global transcriptional regulator
FEOJADHP_00170	CDS	195				hypothetical protein
FEOJADHP_00171	CDS	1839				hypothetical protein
FEOJADHP_00172	CDS	1398	norB	1.7.2.5	COG3256	Nitric oxide reductase subunit B
FEOJADHP_00173	CDS	441	norC		COG2010	Nitric oxide reductase subunit C
FEOJADHP_00174	CDS	258				hypothetical protein
FEOJADHP_00175	CDS	573	qoxC	1.10.3.-		Quinol oxidase subunit 3
FEOJADHP_00176	CDS	783	nirQ		COG0714	Denitrification regulatory protein NirQ
FEOJADHP_00177	CDS	1707	nirS_1	1.7.2.1	COG2010	Nitrite reductase
FEOJADHP_00178	CDS	315	nirM		COG4654	Cytochrome c-551
FEOJADHP_00179	CDS	360				hypothetical protein
FEOJADHP_00180	CDS	1179				hypothetical protein
FEOJADHP_00181	CDS	453				hypothetical protein
FEOJADHP_00182	CDS	525				hypothetical protein
FEOJADHP_00183	CDS	444				hypothetical protein
FEOJADHP_00184	CDS	516				hypothetical protein
FEOJADHP_00185	CDS	1164	mftC	2.-.-.-	COG0535	Putative mycofactocin radical SAM maturase MftC
FEOJADHP_00186	CDS	840	cysG_1		COG0007	Siroheme synthase
FEOJADHP_00187	CDS	1482	nirS_2	1.7.2.1	COG2010	Nitrite reductase
FEOJADHP_00188	CDS	1779	dmdC_1	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
FEOJADHP_00189	CDS	1797	dmdC_2	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
FEOJADHP_00190	CDS	1806	dmdC_3	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
FEOJADHP_00191	CDS	231				hypothetical protein
FEOJADHP_00192	CDS	687	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
FEOJADHP_00193	CDS	825	bioC	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
FEOJADHP_00194	CDS	723	bioH	3.1.1.85		Pimeloyl-[acyl-carrier protein] methyl ester esterase
FEOJADHP_00195	CDS	1206	bioF	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
FEOJADHP_00196	CDS	1059	bioB	2.8.1.6	COG0502	Biotin synthase
FEOJADHP_00197	CDS	669	yadV_1			putative fimbrial chaperone YadV
FEOJADHP_00198	CDS	1008				hypothetical protein
FEOJADHP_00199	CDS	1083				hypothetical protein
FEOJADHP_00200	CDS	978	pxpC_1	3.5.2.9	COG1984	5-oxoprolinase subunit C
FEOJADHP_00201	CDS	879	pxpB_1	3.5.2.9	COG2049	5-oxoprolinase subunit B
FEOJADHP_00202	CDS	1377	accC_1	6.3.4.14	COG0439	Biotin carboxylase
FEOJADHP_00203	CDS	249	accB_1		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
FEOJADHP_00204	CDS	759	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
FEOJADHP_00205	CDS	918	oxyR_1			Hydrogen peroxide-inducible genes activator
FEOJADHP_00206	CDS	294				hypothetical protein
FEOJADHP_00207	CDS	726				hypothetical protein
FEOJADHP_00208	CDS	321				hypothetical protein
FEOJADHP_00209	CDS	759	modE		COG2005	DNA-binding transcriptional dual regulator ModE
FEOJADHP_00210	CDS	975	rdoA	2.7.11.1	COG2334	Serine/threonine protein kinase RdoA
FEOJADHP_00211	CDS	897	rarD_1		COG2962	Protein RarD
FEOJADHP_00212	CDS	516				hypothetical protein
FEOJADHP_00213	CDS	444				hypothetical protein
FEOJADHP_00214	CDS	2178	glcB	2.3.3.9	COG2225	Malate synthase G
FEOJADHP_00215	CDS	552				hypothetical protein
FEOJADHP_00216	CDS	798	catD_1	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
FEOJADHP_00217	CDS	951	yhaJ_1			HTH-type transcriptional regulator YhaJ
FEOJADHP_00218	CDS	477				hypothetical protein
FEOJADHP_00219	CDS	927	pcpR_1			PCP degradation transcriptional activation protein
FEOJADHP_00220	CDS	1728	pucI_1		COG1953	putative allantoin permease
FEOJADHP_00221	CDS	570	yxaF_1			putative HTH-type transcriptional regulator YxaF
FEOJADHP_00222	CDS	402				hypothetical protein
FEOJADHP_00223	CDS	750				hypothetical protein
FEOJADHP_00224	CDS	519	fecI_1		COG1595	putative RNA polymerase sigma factor FecI
FEOJADHP_00225	CDS	972	fecR_1		COG3712	Protein FecR
FEOJADHP_00226	CDS	2394	fhuA_1		COG1629	Ferrichrome outer membrane transporter/phage receptor
FEOJADHP_00227	CDS	858				hypothetical protein
FEOJADHP_00228	CDS	951	vgb	4.2.99.-		Virginiamycin B lyase
FEOJADHP_00229	CDS	621	yibF		COG0625	putative GST-like protein YibF
FEOJADHP_00230	CDS	219				hypothetical protein
FEOJADHP_00231	CDS	303				hypothetical protein
FEOJADHP_00232	CDS	1359	creD		COG4452	Inner membrane protein CreD
FEOJADHP_00233	CDS	1425	creC	2.7.13.3	COG0642	Sensor protein CreC
FEOJADHP_00234	CDS	690	creB		COG0745	Transcriptional regulatory protein CreB
FEOJADHP_00235	CDS	510				hypothetical protein
FEOJADHP_00236	CDS	888	yihG_1	2.3.-.-	COG0204	putative acyltransferase YihG
FEOJADHP_00237	CDS	705			COG2932	putative HTH-type transcriptional regulator
FEOJADHP_00238	CDS	357				hypothetical protein
FEOJADHP_00239	CDS	435				hypothetical protein
FEOJADHP_00240	CDS	210				hypothetical protein
FEOJADHP_00241	CDS	2073				hypothetical protein
FEOJADHP_00242	CDS	753				hypothetical protein
FEOJADHP_00243	CDS	636				hypothetical protein
FEOJADHP_00244	CDS	546				hypothetical protein
FEOJADHP_00245	CDS	117				hypothetical protein
FEOJADHP_00246	CDS	414				hypothetical protein
FEOJADHP_00247	CDS	312				hypothetical protein
FEOJADHP_00248	CDS	519				hypothetical protein
FEOJADHP_00249	CDS	282				hypothetical protein
FEOJADHP_00250	CDS	309				hypothetical protein
FEOJADHP_00251	CDS	282				hypothetical protein
FEOJADHP_00252	CDS	207				hypothetical protein
FEOJADHP_00253	CDS	270				hypothetical protein
FEOJADHP_00254	CDS	297				hypothetical protein
FEOJADHP_00255	CDS	402				hypothetical protein
FEOJADHP_00256	CDS	450				hypothetical protein
FEOJADHP_00257	CDS	348				hypothetical protein
FEOJADHP_00258	CDS	471				hypothetical protein
FEOJADHP_00259	CDS	417				hypothetical protein
FEOJADHP_00260	CDS	243				hypothetical protein
FEOJADHP_00261	CDS	255				hypothetical protein
FEOJADHP_00262	CDS	189				hypothetical protein
FEOJADHP_00263	CDS	501				hypothetical protein
FEOJADHP_00264	CDS	504				hypothetical protein
FEOJADHP_00265	CDS	1653				hypothetical protein
FEOJADHP_00266	CDS	1581				hypothetical protein
FEOJADHP_00267	CDS	1287				hypothetical protein
FEOJADHP_00268	CDS	468				hypothetical protein
FEOJADHP_00269	CDS	423				hypothetical protein
FEOJADHP_00270	CDS	225				hypothetical protein
FEOJADHP_00271	CDS	972				hypothetical protein
FEOJADHP_00272	CDS	915				hypothetical protein
FEOJADHP_00273	CDS	441				hypothetical protein
FEOJADHP_00274	CDS	168				hypothetical protein
FEOJADHP_00275	CDS	417				hypothetical protein
FEOJADHP_00276	CDS	474				hypothetical protein
FEOJADHP_00277	CDS	186				hypothetical protein
FEOJADHP_00278	CDS	774				hypothetical protein
FEOJADHP_00279	CDS	498				hypothetical protein
FEOJADHP_00280	CDS	3699				hypothetical protein
FEOJADHP_00281	CDS	957				hypothetical protein
FEOJADHP_00282	CDS	924				hypothetical protein
FEOJADHP_00283	CDS	1704				hypothetical protein
FEOJADHP_00284	CDS	822				hypothetical protein
FEOJADHP_00285	CDS	240				hypothetical protein
FEOJADHP_00286	CDS	219				hypothetical protein
FEOJADHP_00287	CDS	2208				hypothetical protein
FEOJADHP_00288	CDS	1149				hypothetical protein
FEOJADHP_00289	CDS	291				hypothetical protein
FEOJADHP_00290	CDS	225				hypothetical protein
FEOJADHP_00291	CDS	579				hypothetical protein
FEOJADHP_00292	CDS	2799	clpC		COG0542	Negative regulator of genetic competence ClpC/MecB
FEOJADHP_00293	CDS	1434	hsrA			putative transport protein HsrA
FEOJADHP_00294	CDS	375				hypothetical protein
FEOJADHP_00295	CDS	522				hypothetical protein
FEOJADHP_00296	CDS	210	cspA_1		COG1278	Major cold shock protein CspA
FEOJADHP_00297	CDS	1377	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
FEOJADHP_00298	CDS	2202	yccS		COG1289	Inner membrane protein YccS
FEOJADHP_00299	CDS	732				hypothetical protein
FEOJADHP_00300	CDS	792				hypothetical protein
FEOJADHP_00301	CDS	1332				hypothetical protein
FEOJADHP_00302	CDS	1623	pitA_1		COG0306	Low-affinity inorganic phosphate transporter 1
FEOJADHP_00303	CDS	405				hypothetical protein
FEOJADHP_00304	CDS	909	gcvA_1			Glycine cleavage system transcriptional activator
FEOJADHP_00305	CDS	1182	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
FEOJADHP_00306	CDS	1224	yfdE_1	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
FEOJADHP_00307	CDS	1284	hyuC	3.5.1.87	COG0624	N-carbamoyl-L-amino-acid hydrolase
FEOJADHP_00308	CDS	1491	pucI_2		COG1953	putative allantoin permease
FEOJADHP_00309	CDS	1440	dht	3.5.2.2	COG0044	D-hydantoinase/dihydropyrimidinase
FEOJADHP_00310	CDS	1368	gltD_1	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
FEOJADHP_00311	CDS	1275	preA	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
FEOJADHP_00312	CDS	1251	codB		COG1457	Cytosine permease
FEOJADHP_00313	CDS	1272	codA	3.5.4.1	COG0402	Cytosine deaminase
FEOJADHP_00314	CDS	621	rutR_1		COG1309	HTH-type transcriptional regulator RutR
FEOJADHP_00315	CDS	1479				hypothetical protein
FEOJADHP_00316	CDS	2193	cntO_1			Metal-pseudopaline receptor CntO
FEOJADHP_00317	CDS	417				hypothetical protein
FEOJADHP_00318	CDS	1410	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
FEOJADHP_00319	CDS	540				hypothetical protein
FEOJADHP_00320	CDS	873	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
FEOJADHP_00321	CDS	1071				hypothetical protein
FEOJADHP_00322	CDS	1920	rhlE_1	3.6.4.13		ATP-dependent RNA helicase RhlE
FEOJADHP_00323	CDS	1458	oprM_1		COG1538	Outer membrane protein OprM
FEOJADHP_00324	CDS	3141	mexB_1		COG0841	Multidrug resistance protein MexB
FEOJADHP_00325	CDS	1152	mexA_1			Multidrug resistance protein MexA
FEOJADHP_00326	CDS	444	mexR		COG1846	Multidrug resistance operon repressor
FEOJADHP_00327	CDS	576	yceI		COG2353	Protein YceI
FEOJADHP_00328	CDS	570	yceJ		COG3038	Cytochrome b561 
FEOJADHP_00329	CDS	1491		1.4.5.-		L-amino acid dehydrogenase
FEOJADHP_00330	CDS	1404	bioA	2.6.1.62		Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
FEOJADHP_00331	CDS	723	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
FEOJADHP_00332	CDS	1374				hypothetical protein
FEOJADHP_00333	CDS	612				hypothetical protein
FEOJADHP_00334	CDS	795	rhaS_1			HTH-type transcriptional activator RhaS
FEOJADHP_00335	CDS	507				hypothetical protein
FEOJADHP_00336	CDS	1032	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
FEOJADHP_00337	CDS	7419	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
FEOJADHP_00338	CDS	876	cheR2	2.1.1.80		Chemotaxis protein methyltransferase Cher2
FEOJADHP_00339	CDS	2049				hypothetical protein
FEOJADHP_00340	CDS	537				hypothetical protein
FEOJADHP_00341	CDS	366	pleD			Response regulator PleD
FEOJADHP_00342	CDS	408	walR_1		COG0745	Transcriptional regulatory protein WalR
FEOJADHP_00343	CDS	954	gshB	6.3.2.3	COG0189	Glutathione synthetase
FEOJADHP_00344	CDS	894				hypothetical protein
FEOJADHP_00345	CDS	570				hypothetical protein
FEOJADHP_00346	CDS	435	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
FEOJADHP_00347	CDS	513	pyrR		COG2065	Bifunctional protein PyrR
FEOJADHP_00348	CDS	1005	pyrB	2.1.3.2		Aspartate carbamoyltransferase
FEOJADHP_00349	CDS	1272	pyrC'		COG0044	Dihydroorotase-like protein
FEOJADHP_00350	CDS	1185	metC	4.4.1.13	COG0626	Cystathionine beta-lyase
FEOJADHP_00351	CDS	1374	cbs	4.2.1.22	COG0031	Putative cystathionine beta-synthase
FEOJADHP_00352	CDS	405				hypothetical protein
FEOJADHP_00353	CDS	900	czcD_1			Metal cation efflux system protein CzcD
FEOJADHP_00354	CDS	1149	pilT_1		COG2805	Twitching mobility protein
FEOJADHP_00355	CDS	1035	pilT_2		COG2805	Twitching mobility protein
FEOJADHP_00356	CDS	693	yggS		COG0325	Pyridoxal phosphate homeostasis protein
FEOJADHP_00357	CDS	822	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
FEOJADHP_00358	CDS	594				hypothetical protein
FEOJADHP_00359	CDS	171				hypothetical protein
FEOJADHP_00360	CDS	1968				hypothetical protein
FEOJADHP_00361	CDS	1140	metXS	2.3.1.46	COG2021	Homoserine O-succinyltransferase
FEOJADHP_00362	CDS	621	metXA		COG0500	Bifunctional methionine biosynthesis protein MetXA/MetW
FEOJADHP_00363	CDS	420				hypothetical protein
FEOJADHP_00364	CDS	267				hypothetical protein
FEOJADHP_00365	CDS	1065				hypothetical protein
FEOJADHP_00366	CDS	1707	hxuB_1		COG2831	Heme/hemopexin transporter protein HuxB
FEOJADHP_00367	CDS	390				hypothetical protein
FEOJADHP_00368	CDS	1212	entS_1		COG0477	Enterobactin exporter EntS
FEOJADHP_00369	CDS	2832				hypothetical protein
FEOJADHP_00370	CDS	540	hcrC	1.3.7.9		4-hydroxybenzoyl-CoA reductase subunit gamma
FEOJADHP_00371	CDS	1248	adhB	1.1.5.5		Alcohol dehydrogenase (quinone), cytochrome c subunit
FEOJADHP_00372	CDS	972	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
FEOJADHP_00373	CDS	576	pucB		COG2068	Purine catabolism protein PucB
FEOJADHP_00374	CDS	1125	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
FEOJADHP_00375	CDS	999	dctP_1		COG1638	C4-dicarboxylate-binding periplasmic protein DctP
FEOJADHP_00376	CDS	777	fpr_1	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
FEOJADHP_00377	CDS	414	mscL		COG1970	Large-conductance mechanosensitive channel
FEOJADHP_00378	CDS	1542	katB	1.11.1.6	COG0753	Catalase
FEOJADHP_00379	CDS	543				hypothetical protein
FEOJADHP_00380	CDS	255				hypothetical protein
FEOJADHP_00381	CDS	435				hypothetical protein
FEOJADHP_00382	CDS	1362	radA	3.6.4.-	COG1066	DNA repair protein RadA
FEOJADHP_00383	CDS	378				Cyclic diguanosine monophosphate-binding protein
FEOJADHP_00384	CDS	507				hypothetical protein
FEOJADHP_00385	CDS	2067	btsT		COG1966	Pyruvate/proton symporter BtsT
FEOJADHP_00386	CDS	204				hypothetical protein
FEOJADHP_00387	CDS	1005	yjiA_1	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
FEOJADHP_00388	CDS	375				hypothetical protein
FEOJADHP_00389	CDS	1254	glyA_1	2.1.2.1	COG0112	Serine hydroxymethyltransferase
FEOJADHP_00390	CDS	4248				hypothetical protein
FEOJADHP_00391	CDS	564				hypothetical protein
FEOJADHP_00392	CDS	1065	acrA			Multidrug efflux pump subunit AcrA
FEOJADHP_00393	CDS	3132	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
FEOJADHP_00394	CDS	1440	oprJ		COG1538	Outer membrane protein OprJ
FEOJADHP_00395	CDS	636				hypothetical protein
FEOJADHP_00396	CDS	156				hypothetical protein
FEOJADHP_00397	CDS	1665	ettA		COG0488	Energy-dependent translational throttle protein EttA
